,Tag_ID,Title,Info
177,3842,Networks tag wiki,"For questions about teaching, computer networks:
From teaching technical details (OSI levels 1→7) Ethernet, Internet Protocol, TCP, HTTP, …
To teaching best practice when using the web/internet."
178,3867,Outreach tag wiki,"Outreach is about both recruiting and retaining people, especially women and other underrepresented groups, in Computing (especially as students in computing programs and curricula)."
179,3911,Struggling-students tag wiki,"Some students seem to struggle with CS concepts and also, possibly, with the time and work necessary to be successful. Use this tag for questions related to how to overcome the difficulties students face in understanding and in adapting to the curriculum."
180,3982,Programming-environment tag wiki,"A programming environment for teaching is the complete range of tools used by students to create and run programs. From the simplest (text editor, compiler, runtime) to the complex (integrated development environment - IDE) the environment may help or hinder the student's education. Use this tag for questions related to the choice and use of programming environment in education. However, use the [ide] tag for questions specific to those environments."
181,4038,Attainment tag wiki,Attainment refers to the earning of specific degrees and honors in the educational setting. Use this tag for questions about research on attainment and for questions about processes that lead to higher levels of attainment.
182,4089,Bias tag wiki,"Bias in education results from both intentional and unintentional acts, processes, and policies. Use this tag for questions that discuss the effects of actions that may result in bias as well as how to assure less bias in education."
183,4116,Lesson-order tag wiki,"Use this tag primarily for questions relating to the order of topics in a single course (US usage) rather than overall order of topics in a curriculum (UK usage: Course of Study). Important questions relate to techniques for achieving a goal, such as, for example, teaching objects early (or late)."
184,4118,App-inventor tag wiki,"App Inventor is an application development environment originally developed for Android mobile devices. Use this tag for questions relating to the educational uses of App Inventor, not for technical discussions of the environment."
185,4120,Cmake tag wiki,"Make is a tool often used to create make files for C development, though it has other, broader, uses. Use this tag for questions related to using the tool(s) as part of the educational process, not for technical questions about it."
186,4254,Finite-mathematics tag wiki,"Finite Mathematics includes such things as set theory, counting, probability, logic and the like. CS students need to know much of this material and university programs often have a specialized course (topic) in Finite Math. Use this tag for questions on teaching Finite Math in the CS context."
187,4339,Floating-point tag wiki,"Floating Point is a traditional computer encoding method for numbers of large (or small) size, but limited precision. The bits of the encoding are separated by a mantissa and an exponent. Programming languages usually have a variety of such types trading off word length, precision, and max/min size. Use this tag for teaching such concepts, not for theoretical issues."
188,4354,Pltw tag wiki,For questions regarding Project Lead The Way
189,4372,Exams tag wiki,Questions related to exams or tests in computer science courses or classes. Use this tag when asking about various aspects of exams and tests in specific computer science fields.
190,4439,Cryptography tag wiki,Questions related to teaching about various aspects of cryptographic algorithms and protocols.
191,4443,Preschool tag wiki,"Some Computer Science topics can be taught to very young children, often by their parents. Use this tag for questions related to teaching simple concepts to youngsters before they start formal education. Sorting, for example, might be amenable to young people."
192,4537,Discrete-math tag wiki,Discrete math is a general term for several mathematical concepts beyond Algebra and distinguished from Continuous Math (Calculus...). Many of these topics are of use in computer science and programming. Use this tag for questions related to teaching discrete math concepts to Computer Science students.
193,4656,Praxis tag wiki,for questions which focus on the Praxis test for computer science
194,4764,Admission-requirements tag wiki,"Admission requirements are used as a filter to admit students into an educational program or major. They can consist of background requirements, admission testing, interviews, etc."
195,5131,Generics tag wiki,Used for questions that address generics in Java and other languages. Generics are often used to restrict collections to a single contained type so that the system can guarantee correctness in some cases.
196,5572,C++ tag wiki,"Questions about instruction specific to the programming language C++. Use this tag only when the language used would affect the question significantly (if your question uses C++ as an example, but does not focus on the language itself, you need not use the tag)."
197,6299,Language-types tag wiki,For questions about different types of programming languages. E.g. Interpreted languages vs. compiled languages.
198,6301,Compiling tag wiki,Questions about teaching the concept of 'compiling' source code into an executable program.
199,6345,Programming tag wiki,For questions about teaching programming (as opposed to e.g. [cs-theory]). Please consider whether a more specific tag is appropriate.
200,6479,Twos-complement tag wiki,"Concerning the two's complement representation of signed integers. This includes understanding the representation, range, and risk of overflow (carrying into or borrowing from the sign bit) and low-level operations on two's complement numbers. It would not include ordinary use of integers in high-level languages unless range, size, and overflow are concerns."
201,6677,Classroom-environment tag wiki,"The Classroom Environment pertains to things like room layout, which equipment to physically have within a space, or how to arrange materials in space."
202,6893,Course-design tag wiki,"For questions related to the design of a single course, say, of approximately semester length. Questions about syllabus contents, grading options, etc. Use the [curriculum-design] tag for sequences of courses contributing to a degree."
203,6917,Mentoring tag wiki,Questions related to mentoring students studying Computer Science. Mentors might be professional educators or not.
