,Question_ID,Title,Content,Created at,User_ID,Is answered,Views count,Votes count,Bookmarks count,Answers count,Tags,Comments count,Question existed
332,3223,Independent research on bootcamp job placement claims,"Bootcamps have become an increasingly popular alternative for starting or transitioning to a career in tech over the past 5 years or so. As a result, a common question I get when interacting with beginners is whether bootcamps are indeed worth it.Unfortunately, after conducting some preliminary research myself, I found it challenging to find hard data that supports a conclusion either way. Most online sources (such as coursereport.com) seem very marketing-y and don't seem to analyze the more existential question of whether bootcamps are a good idea in the first place, compared to other options. And of course, there are plenty of anecdotes, but anecdotes are not data.Analyzing this situation is complicated by several other factors:This brings me to my core question: What research has been conducted so far regarding how effective bootcamps are at helping their attendees obtain a full-time job in tech in a timely manner?For this question, we can assume that the bootcamp attendees are people who either have completed a degree in an unrelated major and want to switch careers, or are people who are unable to attend a university for one reason or another.An ideal answer would be links + summaries to reports that conduct a careful, measured, and data-driven analysis and seem to take into consideration factors like the ones I listed up above. I would prefer papers that have been accepted by a reputable, peer-reviewed academic journals or conferences if at all possible. A nice bonus would be if the reports compared bootcamp success rates to other methods of switching careers (for example, getting a second degree or simply self-studying), but this isn't necessary.For example, here is one paper that satisfies the above requirements. It'll apparently be presented at the upcoming ACM ICER conference later this month and draws some interesting conclusions -- the paper's main limitation is its relatively small datasize (it tracks only 26 students within a specific geographical location IIRC).",2017-08-13 18:40:29,732,True,211,10,1,2,"['resource-request', 'adult-education']",4,False
333,3228,Strategies for self-learners to transition into working on larger projects,"A common problem I've noticed many beginners (especially self-taught ones) run into is figuring out how to transition from working through tutorials and exercises to working on full-fledged projects. There seems to be almost a ""cliff"" of sorts that many find challenging to scale for a variety of reasons (that are probably not worth enumerating here?). One way to make it over this ""cliff"" is to find a teacher that can help guide you through progressively more challenging projects. Of course, this isn't a path available to self-learners by definition.The next best alternative is probably to find a tutorial or online course that does something similar. Unfortunately, these resources either appear to be hard to find or simply inadequate (?), based on my (anecdotal) experiences answering beginner questions on another forum.Taking all this into mind: What concrete advice would you give to self-learners who are struggling to transition to working on larger projects?Edit: To answer @BlackJack's question: by ""larger project"", I mean a project that:Some examples of large projects for beginners:",2017-08-14 20:08:04,732,True,"1,565",17,6,7,"['self-learning', 'project']",5,False
334,3232,"How to explain combinatorical principles like the rule of product to students who ""just don't get it""?","I assist in courses that provide mathematical background to computing science students. Every year, there are some who ""just don't get"" (in their words) concepts like the rule of product or the corollary that there are $p^n$ options to choose $n$ times from $p$ options (e.g. colouring $n$ fields with $p$ colours, no restrictions). Are there some metaphors from programming that may help these students?",2017-08-15 06:34:27,None,True,334,7,0,3,"['teaching-analogy', 'mathematics']",2,False
335,3236,Studying computer science remotely through reputable university,-,-,-,-,-,-,-,-,-,-,True
336,3241,"Good, Motivating Examples for Algorithmic Complexity","I was recently reading a really good article on this topic, and I realize that it could be a very good added value for students to understand better and appreciate (and eventually put in practice) all the theory that is behind Algorithm Complexity1. Certainly, not everyone will apply this in the future, since the most efficient way to solve a problem is not always required (although it should be). I think more people should be interested in this, since it has benefits in various ways. To understand my question a little bit better, I want to give an example of my own personal experience. From the very first moment I learned about Trees and Binary Trees (a
  long time ago), I don't know why, I hate them. I never thought about
  them like a solution to the many problems I had to face and resolve.
  Some time ago, I was told to recreate from scratch the Shannon–Fano
  encoding as an exercise. I enjoyed that so much! And of course, for
  that encoding, everything is based on trees. It was at that point that
  I was more interested in trees, how they work and their functionality
  to solve real life problems.So, in the same way the Shannon–Fano coding help me to understand better and made me want to go deeper in the tree's data structure theory, I'm asking for good motivating examples that might help others understand and want to learn more about Algorithm Complexity.1 Just to clarify, when I say Algorithm Complexity, I'm talking about all the theory and techniques that are available to know how efficient an algorithm is, and to compare that information with other results, thus leading to the most efficient way to solve a problem.",2017-08-16 17:17:27,2480,True,301,7,1,2,"['lesson-ideas', 'best-practice', 'teaching-analogy']",1,False
337,3244,How to introduce Scala to a team of Java developers without being boring?,"I work in a startup where each week, a member of the team does a short presentation (30-60 min) on a subject in front of the others. It is a very informal and relaxed session, but now it is my turn and as an intern, I feel concerned about being boring and failing to show my colleagues the interesting features of the subject I picked, which is the programming language Scala. They are all familiar with Java (on which Scala is based) but probably not with functional programming.So, here is my question: How should I do my presentation to actually entertain them and have them learn some useful bits ?
For instance, which kind of ""live"" examples / exercises could be interesting to demonstrate the particularities of the language?",2017-08-16 19:21:01,None,True,147,3,0,2,"['introductory-lesson', 'functional-programming', 'adult-education']",0,False
338,3248,Techniques for encouraging pair programming,"Suppose I've assigned a project and asked students to pair into two-person teams. I'd like each team to pair-program: work together in person to complete the assignment.Some students will do this, but sometimes they don't: either one partner monopolizes the work (which hurts the other partner) or the two partners split up the work and work independently (so both students end up having gaps in their knowledge).I'd like to avoid this as much as possible, which brings me to my core question: what can I do to encourage as many students as possible to (effectively) pair program?I read this post, which included a several nuggets of useful advice, but am interested in collecting more, if possible.So far, I plan to:I have no idea how effective these policies will be, though. I'd welcome both suggestions for encouraging pair programming in general as well as feedback on these specific ideas.Note that this is for a university-level class, and that due to time constraints, all homework needs to be done outside of the classroom (so I can't watch them pair program and offer suggestions or really enforce anything).",2017-08-17 04:08:22,732,True,244,7,0,2,"['undergraduate', 'project', 'pair-programming']",2,False
339,3252,Exercises for teaching GUI / Windows interaction basics,"It is now very easy to plop together some visual User Interface controls on to a form and hook them to events. In Microsoft Windows, there are a staggering number of properties and events available for controlling all aspects of a GUI. While simple apps can be created in moments, more complex ones involving enabling / disabling sets of controls, etc., can be fraught with unexpected complexity and paradox.What are some good initial projects for working with just the UI aspects of a design? Ignore all the details of what the events will actually do, and get the user interaction working, to do some nontrivial things? We are currently using as our textbook ""C# Programming"" by Doyle, and the Windows GUI section is chapters 9 and 10. The examples in chapter 9 had some poor practices (while loop inside a button click event handler?) which might be improved on, perhaps with the more detailed information in chapter 10, which covers input controls such as textboxes, radio buttons, checkboxes and listboxes.One example I created was of a simple method for students to ""clock in and out"" of the classroom sessions (as part of workplace readiness training). It looks bone-simple: a little box with their Windows Domain Name, two radio buttons for IN and OUT actions, and a few read-only textboxes that display accumulated time for the day and week. (It connects to a database on a server). I wanted the interface to behave ""a little strangely"":This takes some interesting code and unusual settings at design time, yet it creates an ideal interface to allow the desired functionality and nothing undesirable. It could not be simpler. What other examples of Windowing interface situations would make for concise, understandable and broadly applicable exercises? How can the students learn the pitfalls of event-driven interfaces without having to master them entirely? In particular, what does not make sense in an event-driven scenario?",2017-08-17 14:44:04,None,True,363,4,0,2,"['resource-request', 'windows', 'gui', 'c#', '.net']",1,False
340,3253,Sublime text and its package control plug in,-,-,-,-,-,-,-,-,-,-,True
341,3256,Introducing Pair Programming,"I'm currently reading a book, Polymorphism: As It Is Played, which has introduced me to several new instructional ideas.  I am particularly intrigued by Pair Programming, which seems like it could benefit everyone.  However, if I simply describe the idea and tell my high school students to go, I feel like there is a very good chance that it won't really take.  The Navigators might not remain fully engaged, or the kids who are more advanced might just take over the Driver position and not bother to explain what is going on.How, then, can I handle the introduction?  What are the pivotal ideas that can enable my students to use this tool effectively?Edit: I understand that a similar question has been asked here, but my question comes from the perspective of a teacher who is far less familiar with the source material, has never used it in a classroom, and is specifically about the introductory lesson.",2017-08-18 13:41:51,27,True,203,5,0,2,"['introductory-lesson', 'pair-programming']",1,False
342,3259,What hardware can I use when teaching Compiler Language and Assembly Code,"This year course includes creating a compiler of course using Syntax Analyzer and Lexical Analyzer, Semantics and of course through all this generate Assembly CodeBut also the teaching program includes using at least a little piece of hardware to pass assembly code to it.Does anyone know a programmable hardware that we can use just for education purposes? We will pass assembly code to the hardware.",2017-08-18 22:48:13,2055,True,465,6,3,4,"['assembly', 'hardware']",9,False
343,3261,Distance or Part-Time Graduate/Doctoral Study,"I have a friend with a bachelors degree from a good school. He currently teaches Secondary School CS but wants to continue his education. However, he is limited in his ability to move except within a radius of a hundred or so miles from NYC. Short term travel outside his home range is probably a possibility, but not a residential program.He is bright and works hard and is focused, for now, on teaching Computer Science. His goals require an advanced degree, ultimately a research doctorate, not just self learning. He is looking to remain in teaching and to do research as well.I've suggested to him that there are (must be) week-end and summer programs that, while intensive, only require part time presence outside his home range. What options do you know about that might help him and others like him?If you suggest a program/institution, please say why you think it is appealing. Note that MOOC type programs are not useful here. The program can be very intense, but needs to provide a solid, recognized degree.Serious and continuous contact and interaction with faculty and other students would be considered as an important plus.",2017-08-19 22:54:33,1293,True,58,4,0,1,['doctoral-education'],0,False
344,3266,Attempting to prevent learning of poor techniques when self-teaching,"A big problem of learning alone is that you don't always figure out the preferred style for a language, the most ""pythonic"" (in the case of Python) way to do it, or how to write code in keeping with the language's features. Another problem with learning alone is it is very possible to learn to write code that is really terrible - ""mislearning"", I suppose. Both of these things are true for really any subject one self-studies. What are some ways to prevent the learning of poor techniques or styles when self-studying?",2017-08-20 18:03:18,919,True,"2,303",13,6,6,"['self-learning', 'coding-style']",1,False
345,3273,Paper Books or eBooks?,"The majority of my students are finally becoming internet equipped. (This is kind of a big deal here in India). Whenever I start a new session, students ask me to recommend a textbook for them. I use my own experience and recommend a basic book and an advanced book, and online references. However, in the last few weeks, an additional question is being asked. They ask me, ""Sir, should I go for an ebook or a paper book""Being in software training, almost everything I have is digital. Yet, when I decided to learn iOS programming 3 months ago, I decided to go for a printed book. However, I also see the appeal of eBooks as in individual, seeing how my kindle filled with dozens of novels. For my students though, I am not sure what I should tell them and why.Additional considerations.Update : Folks, just want to add that I posted this question hoping for a definitive answer. However, I have now been schooled that, expecting a definitive is perhaps not the right approach. So, if possible, please help me with definitive answers but I acknowledge answers that are focused on providing insight instead of being definitive. ",2017-08-21 05:22:03,2605,True,587,8,2,6,"['student-motivation', 'textbook']",6,False
346,3277,Tools or methods to make projected code easier to follow,"When programming on a projector screen, the audience can easily get lost. Besides the obvious things (large enough font size, good indentation, short but helpful comments identifying sections), how do you help your audience follow what is going on?Students who look away for just a few seconds (to write something down or to change something in their code) will have a hard time finding the small things I have changed in the code. They can't be expected to pay 100% attention all the time, but I hate having to show the recently changed 2-3 words or few lines of code again and again.I'll post one program I find very useful, but I'd be glad to hear of other tools / methods.",2017-08-21 14:43:08,51,True,"1,263",9,3,7,['classroom-infrastructure'],6,False
347,3287,What are some examples that could be used when teaching subroutines or methods in the context of OO?,"I'm going to be teaching a group of high school students about programming, and I have a general curriculum designed already, but I can't quite figure out how to introduce methods. I'll be teaching ruby specifically, but language agnostic answers are good as well. A general theme of my teaching will be allowing students to do things the ""hard way"" first, then showing them an easier way. For example, I plan on teaching them how to print to the console, then I'll ask them to print a word to the console 20 times. I'll use that to introduce looping. Is there a similar way to introduce methods? I'd like concrete examples/activities, along with general advice about how to use those examples.",2017-08-22 20:36:39,58,True,516,4,1,6,"['high-school', 'teaching-analogy', 'ruby', 'methods']",1,False
348,3291,Students can solve programming exercises but not explain their solutions. What to do?,"I've seen too many cases when a student has completed a programming exercise (without cheating) but can't say, for example, what type of values a variable contains during program runtime (in case of Python programs).It looks like the ability to solve exercises should not be the only (or even main?) criteria for assessment.Do you know any research papers (or books or posts) that tackle this issue and/or recommend other assessment techniques / exercise types?",2017-08-23 05:30:22,2632,True,"15,976",50,11,8,"['curriculum-design', 'resource-request', 'grading', 'assessment']",3,False
349,3296,What professional development events or conferences are out there for CS educators?,"I'm trying to find a professional development event for myself as a relatively new CS educator. I'm interested in something that showcases innovative ways to teach and engage students in the subject -- any recommendations?In particular, conferences for high school educators, and those that showcase new technology/tools for CS educators would be brilliant. I am based in the USA and am happy to travel to events.",2017-08-23 12:19:10,2638,True,457,10,3,4,"['high-school', 'resource-request']",0,False
350,3318,Gender and computing handling the googles ideological echo chamber debate,-,-,-,-,-,-,-,-,-,-,True
351,3322,Please explain the schiper eggli sandoz protocol for causal ordering of messag,-,-,-,-,-,-,-,-,-,-,True
352,3323,Intensive basic VBA course - which variables to teach?,"Which variable types are the bare minimum to teach non-programmers who want to be able to create and modify simple VBA (MS Office) macros?I start by showing them the concept of variables through using an Excel cell as a temporary storage, then using undefined variables, then show them a simple Dim SummedValue with no type declaration. Then comes the types, and I always struggle.String, Integer, Boolean, Double seem the most important, but maybe Long(integer) is better, or just Double is enough for all the numbers? Also, Object variables are important too with the Set statement. I don't bother showing them arrays variables. Or am I better of telling them to use Variant for everything?They will be making simple macros for themselves, maybe a few colleagues. Usually start off from a recorded code. They should be able to read and comprehend other's macros too.Context:I regularly hold intensive company VBA trainings. These are typically 2 day long trainings (yes, I know, totally not optimal, but I can rarely make the organizing HR understand this). So, 2 days Beginner Training, where I teach them the basics from macro recording through modifying the existing code to the IF statement. Then in a few weeks it is followed by a 2 days long Intermediate Training. This is where I teach them the variables and loops - and make them practice a lot.",2017-08-25 11:30:08,51,True,114,5,0,2,"['curriculum-design', 'variables']",2,False
353,3325,How to effectively teach strings and string literal constants?,"I am teaching a general introductory CS course to 18-19 year olds, with Python3 as a support language, and I am not satisfied with how some students respond to strings and string literals. That is some of them struggle to understand when you should use quotes and when not.For example, when trying to open a file, they will write open(/the/path/to/the/file) instead of open(""/the/path/to/the/file"") and fail to correct themselves. This is just an example ; the question is not about file/filename confusion.Conversely, some students, when asked to write a function a parameter of which is a string, will writeThere seem to be an underlying poor understanding of what a variable (or identifier) is. However these students are generally coping with programs that do not manipulate strings.A related question (maybe I should post this one separately) is about the pros and cons of introducing strings before arrays/lists or the converse.This takes place in France, in the CPGE (Classes préparatoires aux Grandes Écoles), a two-year curriculum that students may enroll in at the beginning of higher education (post-baccalauréat or post-A level or equivalent) but is physically located in high schools (lycées) and prepare students for national competitive exams (concours).As a result, the global content of the course is mandated nationwide (including the use of Python3 as an example language) ; I can only choose the order and the manner in which I teach things. The course is mandatory for students but is not the main field of the curriculum (I have 1hr/week of blackboard course and 1hr/week lab session, compared to 10 to 12 hr/week of math and 8 to 10 hr/week of physics).Computer science is not taught in France before university/higher education. There is only some algorithmics, taught by math teachers as well as they can, using pseudo-language and calculators languages, and not dealing with any data structure (only numbers) and no functions. So I start from zero.Even in CPGE, the idea of teaching CS as a field in itself is quite new and not universally accepted. As a result, the nationwide CS curriculum for CPGE mandates that problems and examples should be taken from math and physics situations, which leads to string being scarcely used except for file names and data input from files (csv). Yet any concours may ask a problem about strings, since they are mentioned in the nationwide curriculum.",2017-08-25 14:51:33,2574,True,300,9,0,4,"['curriculum-design', 'lesson-ideas', 'introductory-lesson']",1,False
354,3330,How to teach Stack Overflow more efficiently?,"As evidenced by the numerous poorly asked questions by students on Stack Overflow, it is clear that many students have difficulty understanding how to ask questions there.Even as teachers, we often seem to have difficulty asking questions on Stack Overflow and other Stack Exchange sites.There have been flawed attempts with teachers assigning ""ask a question and up vote another student's answer"" which conflict the ""vote on good material, not the user"" (along with often asking really awful questions that get down voted and deleted).  Those questions tend to invoke the ire of the Stack Overflow employees and diamond mods and leave everyone involved with a sour taste in their mouth.As students get out into the industry, they may find that having a good understanding of how to search and ask questions on Stack Overflow to be a valuable tool.  So, how do we teach how to use Stack Overflow?Neglecting teaching how to use Stack Overflow in today's world is as bad as not teaching a student how to use a debugger and relying on the industry to teach the basics of software engineering and the tools available and expected to be used with a modicum of proficiency.The lack of ability to teach Stack Overflow is also symptomatic of an inability to ask questions generally. Really, we need to teach students to ask the right questions, on Stack Overflow and elsewhere. How can I teach students to ask good questions, on and off Stack Overflow?",2017-08-26 00:29:16,2709,True,"3,190",34,7,7,"['lesson-ideas', 'undergraduate']",6,False
355,3339,How many lines does your code have?,"This question was prompted by observing a faculty member in projects evaluation. Before asking anything else, the very first question she asked from every student was: ""How many lines does your code have?""So I need to know how important this question is and is it really worth asking the nervous students who have just arrived to present their full projects rather than a routine programming assignment?P.S: While I am neither in favour nor against this question but I have been coding since 2009/10 and my personal experience reminds me that I still don't remember the lines of code for even my own freelancing softwares (even for my thesis program - by don't remembering I mean I even don't remember whether it was 1200 lines or 1800 lines).",2017-08-26 08:55:00,2537,True,"6,424",3,0,8,"['project', 'evaluation']",6,False
356,3343,How to prepare a demo lecturer for interview,-,-,-,-,-,-,-,-,-,-,True
357,3362,The continuation dilemma,-,-,-,-,-,-,-,-,-,-,True
358,3363,Finishing College with Employable Skills,"Last week, 4 students from another college approached me with a scenario. They have a year of college left in them. That means, they will be occupied with all sorts of final year things that may and most possibly help with their career. Now, they want me to help them earn some skills. Something that might help them land some kind of employment. I have seen other posts on the site about the languages taught in the beginning and so on, but these students are not exactly beginners. They have finished 6 semesters and have a half baked idea and some exposure to languages such as C, C++ and Java, and may be even some dot net and Linux. However, nothing is employment worthy. So, now, I have some decision making to do. What do you ask them (and of course, guide them) to learn? Here are my options (and feel free add yours)So, I am partial to Essential Web because of the simplicity involved both in terms of time, and also cost. A very basic laptop (perhaps even a used one) is good enough to get them started. Still, what should I do? ",2017-08-27 07:36:07,2605,True,596,5,0,6,"['student-motivation', 'careers', 'student-perceptions']",9,False
359,3372,"How to answer ""functional programming is useless""?","I'm a TA for several Bachelor level functional programming courses at my university. In every edition we have problems with some students that have the idea that functional programming is useless, because the industry doesn't use it. The more nuanced students add that some functional programming techniques are useful in any language (they think of lambda expressions in Java, map in Python, etc.) but that there is no point in learning pure functional programming as you cannot use it to build real-world applications (and if you can, nobody does it). These students usually tend to infect others and that can bring an unpleasant atmosphere.I have read Hughes' 1990 paper Why Functional Programming Matters, where he explains that people in arguing for FP often tend to show what it doesn't have (assignment, side effects, ...) instead of what it does have. However, the things he mentions that FP does have (higher level of abstraction through gluing functions, lazy evaluation and thus easier modularity) are hard to grasp for mid-Bachelor students. In the end of the course they should be able to understand those advantages when you talk them through it, but the problem is motivating them from the start.I know that most students will not end up as a functional programmer. But, learning one language means getting more proficient in others, and analogously for paradigms, so I think it is still helpful for them to study it. Yet when I explain this to the students the inevitable question is ""why don't you teach us FP in a language that we can actually use later?"".What can I use to show the usefulness of functional programming?Note: like many universities we don't use Haskell in all courses but a lesser known more academical functional programming language. This explains in part the complaints, however, we receive these complaints on Haskell courses as well.",2017-08-28 06:38:24,None,True,"25,997",64,18,12,"['student-motivation', 'functional-programming']",9,False
360,3374,IDE vs Editor and terminal for CS1,"I am involved in the teaching of CS1 and CS2 at the University of Oslo. We have recently transitioned from Java to Python as our introductory language. We have a strong tradition of teaching students how to use text editors and the terminal to write and run programs, in a Unix environment at our university. Recently, however, a discussion among the teaching staff has arisen about whether or not to transition to using an IDE for the teaching of first-year programming.Can anyone give me their thoughts on this matter? What are the pros and what are the cons of moving to an IDE-first approach, rather than sticking with editor+terminal?",2017-08-28 07:57:19,2741,True,"6,779",24,0,9,"['python', 'ide']",5,False
361,3393,Workshops on Cloud (Azure),"About a month ago (before they took off for their vacation) some of my technology club members asked me if I could conduct some workshops on cloud. Being a lifelong Microsoft man, and something of an Azure expert, I told them that I could conduct series of short workshops (2 to 5 hours) for them and their friends. Now, they are back from their semester break, and I have to begin in 2 weeks.This will appeal to a number of students as the cloud works with dot net, droid, web and iOS. I am expecting a decent audience (the workshop are has a capacity of 8, and I think it will fill up). These are folks who have never seen any cloud dashboard, AWS or Google or Azure. Further, these are folks who are interested, but have probably never even built a simple app and connected to a database. We are looking at a blank slate folks. Curious but currently without knowledge. So, here is what I am planning.These are things I am planning. I believe many of you are not just educators but work in the industry (similar to what I do, train and work). So, let me know what else I can add/remove here. Also let me know if you have any thoughts about the topic itself. and, if Azure itself is not the right fit, perhaps something else. If the topic itself is too broad, please leave a comment (before down voting if possible), and I will break up the question into many questions and link them up. ",2017-08-29 03:12:11,2605,True,78,6,1,2,"['curriculum-design', 'workshops']",0,False
362,3395,LINQ to SQL alternative C# Visual Studio 2017 MVC,"I'm working as a teacher with college students, learning ASP.NET MVC with C#. One pedagogical problem I have in this environment is how to do CRUD (create, delete, update, select and inner join etc) in the simplest way? With ASP 6.0 the students had a big control when querying db with plain SQL. With Entity Framework, the learning curve is harder with the code used to get data from database etc.After almost 20 years working with php/apache/mysql and asp/ms access there is hard to know which way to go, giving the students ""basic/intermediate"" knowledge in building dynamic responsive websites connecting to db.A couple of years ago we started focus on c#.net and sql-server/LocalDB. A great decision! Two years ago we dived into ASP.NET MVC. Fun, but really hard to penetrate for the students. To be more exact, LINQ to SQL, MVC and entity framework are hard to handle in ""this levels"" and with shorter courses. Are there any good alternatives for LINQ to SQL working in Visual Studio 2017?",2017-08-29 06:48:44,2791,True,"1,194",4,0,2,"['lesson-ideas', 'c#', 'dot-net-mvc']",2,False
363,3397,How to setup python to repr string literals with double quotes when possible,-,-,-,-,-,-,-,-,-,-,True
364,3401,How can we motivate students to review each other's code?,"Code review is crucial to student's academic and professional lives, yet some students see code review as a burden and a new way teachers have found to ""ditch some work"".By experience, code review works better if the majority of the class is into it, yet this is becoming more and more rare.What strategies do you have to motivate students to review each other? Sidenote 1: I've seen some teachers ask the class to write some code and ask a student to showcase and the rest of the class would review it, it did not work very well, because it was always the same 4/5 students participating.Sidenote 2: I'm dealing with high school and college students",2017-08-29 14:02:16,118,True,"4,275",20,3,9,"['high-school', 'collaboration']",2,False
365,3408,How can I effectively manage peer evaluation among my students?,"My students do quite a lot of their work in projects and much of that work is outside my view. While I can just give everyone on a team the same grade (or not) it is useful to me to know who is contributing to the work and how they are contributing. I don't require everyone contribute either the same ""amount"" (whatever that means) or in the same way? I want my students to have a way to comment on the work of their peers on group projects. They can also comment on their own contributions, perhaps, as well. This is especially valuable, I think, when students do much of their work outside my direct view. I need the peer evaluation to not seem threatening to the students, and I don't  want it to generate ill feeling among them. To make the problem a bit harder, I don't want to divide up the work among the team members myself as I think that would inhibit their learning to be a team. The team itself is responsible for managing its work. Ideally, however, I hold each responsible for the team effort. ",2017-08-29 17:15:10,1293,True,171,8,3,2,"['evaluation', 'peer-evaluation']",0,False
366,3414,Introduction to programming class: use Spreadsheets to introduce fundamentals,"Are there any ""pros"" or ""cons"" I have overlooked regarding using Excel
  as a means to introduce a range of fundamental programming concepts.This question relates to teaching a programming module at secondary school final year level (one level below first year of university).  I use Python.Learners often have no programming or web design background.
Some lack essential computer literacy skills- creating and saving files, installing applications and so on (I get a diverse group and have no say in selection)
Learners are all adults, ranging typically from 21 to 61.
Many have been out of education for a number of years.Many beginners find using the terminal and IDEs to be quite alien.  Add to that the need to understand key concepts and apply them, it may present a ""barrier to entry"".  Using an application that they may have encountered before and likely have on their own computers (when they have one) may allow learners to grasp key concepts in a more ""familiar"" environment.These vary widely, so rather than include ""fluff"" on the particular one I have to work with, I'll expand on the relevant elements below, which are likely relevant to any introductory programming course.I'll try to be succinct but can expand on any topics in the commentsI've mentioned some of the pros, as I see them.  I cannot think of any cons at the moment: Are there more pros I've missed, are there possible downsides, and has
  anyone tried using this before?",2017-08-29 23:49:34,2706,True,455,9,2,7,"['lesson-ideas', 'high-school', 'teaching-analogy', 'introductory-lesson', 'adult-education']",8,False
367,3422,Course for the more practical aspects of software development,"By default, I approach every training I conduct ( I mostly conduct sessions for folks who are in their final year, or finished graduation but looking to upskill for a better career) with a simple underlying goal. If you learn xyz technology, will help you (eventually, if not right away) to make a little more money than what you do now. I have noticed that there are a lot of students (defined above) are pretty good in what they do (coding stuff). However, they lack certain essential skills that are really warranted in a work atmosphere. Taking my own example, at best, I am a below average developer at best, but somehow somewhere, I end up working in some high level projects. When I self analyse, I notice that my communication skills, presentation skills and simply the ability to discuss without fear with the key stakeholders (like the VPs, CTOs and CEOs) allows me get assignments that otherwise would not. So, over the years, I have made it a point to provide feedback about non-technical skills to my students. Now, after so many years of training, I want to take this to the next level. instead of just giving feedback, I want to make it part of my curriculum. There lies my challenge. In a session I conducted last year, I noticed that an entire team of developers were just straight up bad with their English. This may seem strange to other community members, but English, the preferred language of communication itself is a huge challenge for many of us folks here in India. When I finished my gentle tirade by concluding that the reason why all of them being billed lowered rates despite being technically competent (and I was one of the trainers who made that happen) is because you guys cannot speak and communicate in general. Eventually, despite maintaining excellent ratings for all the previous ratings, for the last day, I got 1 out of 10 ratings for every point in the review sheet. So, a very long story short, like the English example above, there are so many other qualities that are lacking in developers in general. I want to make it part of my training, but at the same, I don't want to end up with negative reviews either. You folks are in the education domain. Have you faced this issue? How can I handle this? Right now, the only solution I have is, just give up on that. My pay is linked to my reviews. At the same time, I feel strongly about this. As always, if this is too broad, I hope the mods will flag it, or I can break it up into individual questions. ",2017-08-30 14:39:36,2605,True,100,2,0,2,['soft-skills'],9,False
368,3434,Best Practices for introductory teaching,"Literature states that there are particularly difficult issues with introducing programming, and that many of the issues are still not well understood. But some results indicate that these are some effective methods:These methods reduce cognitive load, so that the students can focus on the relevant ('germane') details while learning or demonstrating proficiency. Other details and distractions cause 'noise' which make the cognitive load too high. Another factor is that methods that work for beginners are inappropriate or hindering to more advanced students, and in a classroom with varying abilities it can become difficult to structure material or present it properly.Perhaps the biggest variation is in student's predispositions towards problems solving. This quote points to a major obstacle to most programming learning:A weakness of worked-out examples is that they may not engage the
  learner enough to induce germane load. The effectiveness of the
  examples is negated if the learner does not study them attentively and
  explain the given solution to themselves. The literature suggests that
  many learners are not naturally inclined towards effective spontaneous
  self-explanation of worked-out examples.Self-explanation is a skill or tendency which is thinly distributed in the population. Can it be promoted somehow?What methods have you found most effective with beginner programming students for showing new material and having students practice it?",2017-08-30 18:20:04,None,True,199,4,2,2,"['best-practice', 'adult-education', 'exercises']",1,False
369,3441,Teaching a blind high school student,"I am teaching a blind high school student in my APCSA class.  All students are using a combination of CodeHS and Project Lead the Way curriculum.  Neither of these are very friendly to my blind student because there are so many visual that his screen reader can't interpret.Does anyone have experience in this?
I'm looking for something that can be done pretty independently as he will be in the class  with others working on a different curriculum.  I want to support him in his endeavors to become a computer scientist but I don't know where to start as an inexperienced CS teacher myself! Any help would be greatly appreciated.",2017-08-31 02:09:15,2848,True,514,15,0,7,"['curriculum-design', 'high-school', 'differentiation']",6,False
370,3442,Using minecraft as a team building tool,-,-,-,-,-,-,-,-,-,-,True
371,3443,Is it appropriate to ask the professor a trick question,-,-,-,-,-,-,-,-,-,-,True
372,3450,Teaching pointers (C) to a Java guy [closed],"
Want to improve this question? Update the question so it's on-topic for Computer Science Educators Stack Exchange.
                Closed 4 years ago.I have already looked at this and this, but it does not help me at all. I am teaching a guy who is something of a Java expert. Unfortunately, due to the mandatory-ness of the university curriculum, he is forced to downgrade himself to learning C. ( I use the word downgrade in a strictly technical sense, no offence meant to people who are fans of C ). The thing is, I am able to get him through the whole C syllabus except for pointers. More importantly, we want to use pointers inside structs, which are actually declared in a header file. I am teaching him to build sharable  c libraries/header files. If you need more details, let me know in the comments, and I can share the code I am using in a repo and so on. Update 1 - I am also looking at this, but its not very clear to me. I haven't used C in a decade, so all this is a little blurry for me.Update 2 - getting even more specific, what is really happening in these two lines, that I am putting in the header file. I am defining the samplestruct in the corresponding .c file.",2017-08-31 13:32:31,2605,True,203,0,0,3,"['undergraduate', 'c']",10,False
373,3455,"Teaching C#, Java, etc. to students who are bad at OOP","Last semester, I was assigned two classes of C# and assuming them to be well-versed in Programming Fundamentals (PF) and Object Oriented Programming (OOP), I started the course at normal pace. After a few weeks, I took an introductory lab test (it was pretty easy one actually, summation of n Fibonacci terms) and some of the astonishing ""discoveries"" after my round of the class (about 30 mins after assigning the task) were:Then, during lecture, I discovered some more facts, like:It not only left me heart-broken, but also prompted me to teach them OOP's concepts from scratch, which meant that I had to compromise over some advanced topics of .NetQuestionNow my question is that, what should be the correct approach to teach an advanced language like C#, Java to a class given:UpdateAs per @Jay and @Buffy's points, here is further explanation:Looking forward to your interesting inputs. Thanks.",2017-09-01 05:46:24,2537,True,407,4,0,3,"['curriculum-design', 'student-motivation']",7,False
